position,accuracy
p_1,0.5833333333333334
p_2,0.46296296296296297
p_3,0.5277777777777778
p_4,0.6018518518518519
p_5,0.5833333333333334
p_6,0.5648148148148148
p_7,0.5277777777777778
p_8,0.6203703703703703
p_9,0.5648148148148148
p_10,0.5648148148148148
p_11,0.5833333333333334
p_12,0.6574074074074074
p_13,0.5185185185185185
p_14,0.5185185185185185
p_15,0.6203703703703703
p_16,0.5925925925925926
p_17,0.6574074074074074
p_18,0.5555555555555556
p_19,0.6666666666666666
p_20,0.5092592592592593
p_21,0.5740740740740741
p_22,0.5370370370370371
p_23,0.5462962962962963
p_24,0.5648148148148148
p_25,0.5648148148148148
p_26,0.6018518518518519
p_27,0.5
p_28,0.4444444444444444
p_29,0.6018518518518519
p_30,0.5740740740740741
p_31,0.6111111111111112
p_32,0.6203703703703703
p_33,0.5277777777777778
p_34,0.5925925925925926
p_35,0.5185185185185185
p_36,0.5185185185185185
p_37,0.5740740740740741
p_38,0.5277777777777778
p_39,0.3611111111111111
p_40,0.4537037037037037
p_41,0.5
p_42,0.5462962962962963
p_43,0.49074074074074076
p_44,0.4722222222222222
p_45,0.5555555555555556
p_46,0.6111111111111112
p_47,0.5555555555555556
p_48,0.5370370370370371
p_49,0.5925925925925926
p_50,0.5092592592592593
p_51,0.4444444444444444
p_52,0.5277777777777778
p_53,0.6203703703703703
p_54,0.5740740740740741
p_55,0.6666666666666666
p_56,0.5370370370370371
p_57,0.49074074074074076
p_58,0.5370370370370371
p_59,0.5185185185185185
p_60,0.46296296296296297
p_61,0.48148148148148145
p_62,0.6111111111111112
p_63,0.5555555555555556
p_64,0.5185185185185185
p_65,0.49074074074074076
p_66,0.5833333333333334
p_67,0.37962962962962965
p_68,0.42592592592592593
p_69,0.5370370370370371
p_70,0.4444444444444444
p_71,0.5833333333333334
p_72,0.5185185185185185
p_73,0.5462962962962963
p_74,0.5370370370370371
p_75,0.5185185185185185
p_76,0.4074074074074074
p_77,0.39814814814814814
p_78,0.4166666666666667
p_79,0.4166666666666667
p_80,0.4537037037037037
p_81,0.6759259259259259
p_82,0.5925925925925926
p_83,0.5833333333333334
p_84,0.6111111111111112
p_85,0.4166666666666667
p_86,0.37962962962962965
p_87,0.48148148148148145
p_88,0.7222222222222222
p_89,0.4537037037037037
p_90,0.46296296296296297
p_91,0.6203703703703703
p_92,0.5648148148148148
p_93,0.6111111111111112
p_94,0.4722222222222222
p_95,0.6018518518518519
p_96,0.4351851851851852
p_97,0.5925925925925926
p_98,0.49074074074074076
p_99,0.3148148148148148
p_100,0.48148148148148145
p_101,0.5
p_102,0.5555555555555556
p_103,0.4444444444444444
p_104,0.49074074074074076
p_105,0.4351851851851852
p_106,0.5462962962962963
p_107,0.5277777777777778
p_108,0.4537037037037037
p_109,0.4166666666666667
p_110,0.5462962962962963
p_111,0.4351851851851852
p_112,0.5370370370370371
p_113,0.37037037037037035
p_114,0.4351851851851852
p_115,0.5462962962962963
p_116,0.37037037037037035
p_117,0.5462962962962963
p_118,0.42592592592592593
p_119,0.5925925925925926
p_120,0.5740740740740741
p_121,0.5277777777777778
p_122,0.32407407407407407
p_123,0.46296296296296297
p_124,0.4444444444444444
p_125,0.3888888888888889
p_126,0.4166666666666667
p_127,0.5462962962962963
p_128,0.39814814814814814
p_129,0.42592592592592593
p_130,0.39814814814814814
p_131,0.4444444444444444
p_132,0.4537037037037037
p_133,0.5370370370370371
p_134,0.4351851851851852
p_135,0.49074074074074076
p_136,0.4166666666666667
p_137,0.6296296296296297
p_138,0.5092592592592593
p_139,0.42592592592592593
p_140,0.4444444444444444
p_141,0.4537037037037037
p_142,0.42592592592592593
p_143,0.5185185185185185
p_144,0.5833333333333334
p_145,0.4074074074074074
p_146,0.37962962962962965
p_147,0.4351851851851852
p_148,0.3888888888888889
p_149,0.48148148148148145
p_150,0.39814814814814814
p_151,0.3888888888888889
p_152,0.46296296296296297
p_153,0.5092592592592593
p_154,0.39814814814814814
p_155,0.49074074074074076
p_156,0.5370370370370371
p_157,0.39814814814814814
p_158,0.46296296296296297
p_159,0.4444444444444444
p_160,0.48148148148148145
p_161,0.5185185185185185
p_162,0.39814814814814814
p_163,0.3888888888888889
p_164,0.4074074074074074
p_165,0.3888888888888889
p_166,0.37962962962962965
p_167,0.46296296296296297
p_168,0.42592592592592593
p_169,0.6111111111111112
p_170,0.5370370370370371
p_171,0.4166666666666667
p_172,0.5555555555555556
p_173,0.4351851851851852
p_174,0.37962962962962965
p_175,0.3888888888888889
p_176,0.3425925925925926
p_177,0.42592592592592593
p_178,0.4166666666666667
p_179,0.3611111111111111
p_180,0.35185185185185186
p_181,0.49074074074074076
p_182,0.3333333333333333
p_183,0.5833333333333334
p_184,0.5185185185185185
p_185,0.3611111111111111
p_186,0.4722222222222222
p_187,0.42592592592592593
p_188,0.3611111111111111
p_189,0.4166666666666667
p_190,0.48148148148148145
p_191,0.5925925925925926
p_192,0.46296296296296297
p_193,0.4351851851851852
p_194,0.42592592592592593
p_195,0.4074074074074074
p_196,0.4537037037037037
p_197,0.5092592592592593
p_198,0.5370370370370371
p_199,0.6203703703703703
p_200,0.46296296296296297
p_201,0.5555555555555556
p_202,0.5833333333333334
p_203,0.4166666666666667
p_204,0.5462962962962963
p_205,0.37962962962962965
p_206,0.46296296296296297
p_207,0.4537037037037037
p_208,0.4537037037037037
p_209,0.35185185185185186
p_210,0.5555555555555556
p_211,0.5092592592592593
p_212,0.46296296296296297
p_213,0.4722222222222222
p_214,0.5277777777777778
p_215,0.4074074074074074
p_216,0.35185185185185186
p_217,0.4166666666666667
p_218,0.37037037037037035
p_219,0.5092592592592593
p_220,0.4537037037037037
p_221,0.5092592592592593
p_222,0.4351851851851852
p_223,0.48148148148148145
p_224,0.4537037037037037
p_225,0.42592592592592593
p_226,0.4537037037037037
p_227,0.4351851851851852
p_228,0.5092592592592593
p_229,0.46296296296296297
p_230,0.49074074074074076
p_231,0.4444444444444444
p_232,0.5555555555555556
p_233,0.4537037037037037
p_234,0.5185185185185185
p_235,0.46296296296296297
p_236,0.4537037037037037
p_237,0.4444444444444444
p_238,0.6296296296296297
p_239,0.4537037037037037
p_240,0.49074074074074076
p_241,0.4166666666666667
p_242,0.4351851851851852
p_243,0.48148148148148145
p_244,0.5740740740740741
p_245,0.4444444444444444
p_246,0.46296296296296297
p_247,0.49074074074074076
p_248,0.46296296296296297
p_249,0.4722222222222222
p_250,0.39814814814814814
p_251,0.35185185185185186
p_252,0.4722222222222222
p_253,0.4074074074074074
p_254,0.42592592592592593
p_255,0.42592592592592593
p_256,0.48148148148148145
p_257,0.4444444444444444
p_258,0.4166666666666667
p_259,0.5740740740740741
p_260,0.4351851851851852
p_261,0.3425925925925926
p_262,0.4537037037037037
p_263,0.5
p_264,0.5
p_265,0.5092592592592593
p_266,0.6018518518518519
p_267,0.4444444444444444
p_268,0.4351851851851852
p_269,0.4537037037037037
p_270,0.3888888888888889
p_271,0.35185185185185186
p_272,0.3611111111111111
p_273,0.5185185185185185
p_274,0.49074074074074076
p_275,0.5092592592592593
p_276,0.4351851851851852
p_277,0.5925925925925926
p_278,0.3888888888888889
p_279,0.39814814814814814
p_280,0.3888888888888889
p_281,0.4074074074074074
p_282,0.5
p_283,0.6203703703703703
p_284,0.6666666666666666
p_285,0.5370370370370371
p_286,0.5740740740740741
p_287,0.3888888888888889
p_288,0.5
p_289,0.4351851851851852
p_290,0.6296296296296297
p_291,0.4444444444444444
p_292,0.5185185185185185
p_293,0.5370370370370371
p_294,0.5462962962962963
p_295,0.4722222222222222
p_296,0.4351851851851852
p_297,0.4537037037037037
p_298,0.5925925925925926
p_299,0.4537037037037037
p_300,0.5555555555555556
p_301,0.3611111111111111
p_302,0.4074074074074074
p_303,0.46296296296296297
p_304,0.5277777777777778
p_305,0.4074074074074074
p_306,0.48148148148148145
p_307,0.46296296296296297
p_308,0.5370370370370371
p_309,0.5370370370370371
p_310,0.4537037037037037
p_311,0.5277777777777778
p_312,0.4074074074074074
p_313,0.46296296296296297
p_314,0.5462962962962963
p_315,0.4351851851851852
p_316,0.49074074074074076
p_317,0.39814814814814814
p_318,0.5
p_319,0.4074074074074074
p_320,0.5277777777777778
p_321,0.5
p_322,0.5833333333333334
p_323,0.4722222222222222
p_324,0.4722222222222222
p_325,0.4444444444444444
p_326,0.37037037037037035
p_327,0.5462962962962963
p_328,0.48148148148148145
p_329,0.37962962962962965
p_330,0.39814814814814814
p_331,0.4166666666666667
p_332,0.37962962962962965
p_333,0.5
p_334,0.46296296296296297
p_335,0.5
p_336,0.5092592592592593
p_337,0.4722222222222222
p_338,0.4444444444444444
p_339,0.4166666666666667
p_340,0.4074074074074074
p_341,0.39814814814814814
p_342,0.4537037037037037
p_343,0.4351851851851852
p_344,0.49074074074074076
p_345,0.4351851851851852
p_346,0.6111111111111112
p_347,0.42592592592592593
p_348,0.5370370370370371
p_349,0.48148148148148145
p_350,0.37962962962962965
p_351,0.4537037037037037
p_352,0.4722222222222222
p_353,0.4166666666666667
p_354,0.4351851851851852
p_355,0.4444444444444444
p_356,0.5740740740740741
p_357,0.5648148148148148
p_358,0.5
p_359,0.37037037037037035
p_360,0.4166666666666667
p_361,0.2962962962962963
p_362,0.4074074074074074
p_363,0.48148148148148145
p_364,0.49074074074074076
p_365,0.5
p_366,0.48148148148148145
p_367,0.5185185185185185
p_368,0.5740740740740741
p_369,0.3888888888888889
p_370,0.4074074074074074
p_371,0.5277777777777778
p_372,0.42592592592592593
p_373,0.4166666666666667
p_374,0.28703703703703703
p_375,0.5277777777777778
p_376,0.37962962962962965
p_377,0.5740740740740741
p_378,0.46296296296296297
p_379,0.4166666666666667
p_380,0.5
p_381,0.4444444444444444
p_382,0.5277777777777778
p_383,0.5740740740740741
p_384,0.6111111111111112
p_385,0.5740740740740741
p_386,0.4351851851851852
p_387,0.5833333333333334
p_388,0.49074074074074076
p_389,0.6111111111111112
p_390,0.5648148148148148
p_391,0.5277777777777778
p_392,0.5370370370370371
p_393,0.5277777777777778
p_394,0.5
p_395,0.6018518518518519
p_396,0.6018518518518519
p_397,0.5555555555555556
p_398,0.39814814814814814
p_399,0.4722222222222222
p_400,0.5185185185185185
p_401,0.42592592592592593
p_402,0.48148148148148145
p_403,0.4444444444444444
p_404,0.49074074074074076
p_405,0.5370370370370371
p_406,0.5740740740740741
