position,accuracy
p_1,0.5648148148148148
p_2,0.35185185185185186
p_3,0.3888888888888889
p_4,0.5648148148148148
p_5,0.5833333333333334
p_6,0.4537037037037037
p_7,0.5
p_8,0.6666666666666666
p_9,0.5648148148148148
p_10,0.4722222222222222
p_11,0.4722222222222222
p_12,0.48148148148148145
p_13,0.4722222222222222
p_14,0.4722222222222222
p_15,0.6388888888888888
p_16,0.5092592592592593
p_17,0.4537037037037037
p_18,0.48148148148148145
p_19,0.5833333333333334
p_20,0.46296296296296297
p_21,0.5185185185185185
p_22,0.4351851851851852
p_23,0.5185185185185185
p_24,0.5277777777777778
p_25,0.4537037037037037
p_26,0.5925925925925926
p_27,0.4351851851851852
p_28,0.37037037037037035
p_29,0.5833333333333334
p_30,0.49074074074074076
p_31,0.5740740740740741
p_32,0.5555555555555556
p_33,0.3888888888888889
p_34,0.46296296296296297
p_35,0.49074074074074076
p_36,0.4074074074074074
p_37,0.35185185185185186
p_38,0.48148148148148145
p_39,0.3333333333333333
p_40,0.3888888888888889
p_41,0.25925925925925924
p_42,0.48148148148148145
p_43,0.46296296296296297
p_44,0.3611111111111111
p_45,0.5370370370370371
p_46,0.48148148148148145
p_47,0.48148148148148145
p_48,0.4166666666666667
p_49,0.3888888888888889
p_50,0.2777777777777778
p_51,0.3333333333333333
p_52,0.39814814814814814
p_53,0.5925925925925926
p_54,0.4166666666666667
p_55,0.5648148148148148
p_56,0.3611111111111111
p_57,0.2777777777777778
p_58,0.4351851851851852
p_59,0.4074074074074074
p_60,0.39814814814814814
p_61,0.4166666666666667
p_62,0.5740740740740741
p_63,0.39814814814814814
p_64,0.39814814814814814
p_65,0.46296296296296297
p_66,0.5555555555555556
p_67,0.37962962962962965
p_68,0.4074074074074074
p_69,0.4351851851851852
p_70,0.35185185185185186
p_71,0.5648148148148148
p_72,0.5
p_73,0.48148148148148145
p_74,0.49074074074074076
p_75,0.48148148148148145
p_76,0.35185185185185186
p_77,0.4166666666666667
p_78,0.39814814814814814
p_79,0.39814814814814814
p_80,0.37962962962962965
p_81,0.6666666666666666
p_82,0.5462962962962963
p_83,0.5648148148148148
p_84,0.48148148148148145
p_85,0.4166666666666667
p_86,0.37962962962962965
p_87,0.3148148148148148
p_88,0.7129629629629629
p_89,0.32407407407407407
p_90,0.39814814814814814
p_91,0.5185185185185185
p_92,0.4722222222222222
p_93,0.4351851851851852
p_94,0.4074074074074074
p_95,0.5185185185185185
p_96,0.3888888888888889
p_97,0.48148148148148145
p_98,0.4351851851851852
p_99,0.3333333333333333
p_100,0.5
p_101,0.4074074074074074
p_102,0.6759259259259259
p_103,0.3888888888888889
p_104,0.4166666666666667
p_105,0.37962962962962965
p_106,0.3333333333333333
p_107,0.4444444444444444
p_108,0.3611111111111111
p_109,0.37962962962962965
p_110,0.49074074074074076
p_111,0.4166666666666667
p_112,0.4444444444444444
p_113,0.32407407407407407
p_114,0.28703703703703703
p_115,0.4351851851851852
p_116,0.24074074074074073
p_117,0.37962962962962965
p_118,0.42592592592592593
p_119,0.5648148148148148
p_120,0.5462962962962963
p_121,0.4351851851851852
p_122,0.3425925925925926
p_123,0.32407407407407407
p_124,0.21296296296296297
p_125,0.32407407407407407
p_126,0.4537037037037037
p_127,0.4722222222222222
p_128,0.4166666666666667
p_129,0.3333333333333333
p_130,0.32407407407407407
p_131,0.4537037037037037
p_132,0.35185185185185186
p_133,0.5277777777777778
p_134,0.4537037037037037
p_135,0.5092592592592593
p_136,0.35185185185185186
p_137,0.5740740740740741
p_138,0.4444444444444444
p_139,0.23148148148148148
p_140,0.3425925925925926
p_141,0.48148148148148145
p_142,0.3888888888888889
p_143,0.4166666666666667
p_144,0.6111111111111112
p_145,0.28703703703703703
p_146,0.3888888888888889
p_147,0.3611111111111111
p_148,0.26851851851851855
p_149,0.48148148148148145
p_150,0.4351851851851852
p_151,0.3611111111111111
p_152,0.37962962962962965
p_153,0.4722222222222222
p_154,0.25
p_155,0.37962962962962965
p_156,0.5
p_157,0.25
p_158,0.4166666666666667
p_159,0.3888888888888889
p_160,0.28703703703703703
p_161,0.37037037037037035
p_162,0.3333333333333333
p_163,0.37962962962962965
p_164,0.3888888888888889
p_165,0.3055555555555556
p_166,0.28703703703703703
p_167,0.4351851851851852
p_168,0.35185185185185186
p_169,0.49074074074074076
p_170,0.4537037037037037
p_171,0.32407407407407407
p_172,0.5092592592592593
p_173,0.3611111111111111
p_174,0.4074074074074074
p_175,0.32407407407407407
p_176,0.37037037037037035
p_177,0.4166666666666667
p_178,0.3425925925925926
p_179,0.3611111111111111
p_180,0.25925925925925924
p_181,0.42592592592592593
p_182,0.2777777777777778
p_183,0.5370370370370371
p_184,0.3055555555555556
p_185,0.39814814814814814
p_186,0.48148148148148145
p_187,0.2962962962962963
p_188,0.3611111111111111
p_189,0.4166666666666667
p_190,0.4074074074074074
p_191,0.4166666666666667
p_192,0.4444444444444444
p_193,0.39814814814814814
p_194,0.37037037037037035
p_195,0.26851851851851855
p_196,0.4074074074074074
p_197,0.42592592592592593
p_198,0.46296296296296297
p_199,0.6203703703703703
p_200,0.48148148148148145
p_201,0.5462962962962963
p_202,0.5462962962962963
p_203,0.42592592592592593
p_204,0.5185185185185185
p_205,0.39814814814814814
p_206,0.4444444444444444
p_207,0.3888888888888889
p_208,0.37037037037037035
p_209,0.2777777777777778
p_210,0.46296296296296297
p_211,0.4722222222222222
p_212,0.4351851851851852
p_213,0.3055555555555556
p_214,0.5277777777777778
p_215,0.3148148148148148
p_216,0.3425925925925926
p_217,0.37962962962962965
p_218,0.2962962962962963
p_219,0.49074074074074076
p_220,0.3055555555555556
p_221,0.3425925925925926
p_222,0.3333333333333333
p_223,0.42592592592592593
p_224,0.3055555555555556
p_225,0.37962962962962965
p_226,0.3425925925925926
p_227,0.4351851851851852
p_228,0.35185185185185186
p_229,0.3425925925925926
p_230,0.37962962962962965
p_231,0.37962962962962965
p_232,0.5370370370370371
p_233,0.37037037037037035
p_234,0.4351851851851852
p_235,0.42592592592592593
p_236,0.39814814814814814
p_237,0.37962962962962965
p_238,0.6018518518518519
p_239,0.3055555555555556
p_240,0.3611111111111111
p_241,0.4166666666666667
p_242,0.3333333333333333
p_243,0.37037037037037035
p_244,0.46296296296296297
p_245,0.3888888888888889
p_246,0.4537037037037037
p_247,0.3888888888888889
p_248,0.4537037037037037
p_249,0.4444444444444444
p_250,0.35185185185185186
p_251,0.2962962962962963
p_252,0.3425925925925926
p_253,0.24074074074074073
p_254,0.37962962962962965
p_255,0.3333333333333333
p_256,0.3055555555555556
p_257,0.37962962962962965
p_258,0.3055555555555556
p_259,0.46296296296296297
p_260,0.3888888888888889
p_261,0.2777777777777778
p_262,0.35185185185185186
p_263,0.4166666666666667
p_264,0.4722222222222222
p_265,0.4351851851851852
p_266,0.5555555555555556
p_267,0.46296296296296297
p_268,0.3333333333333333
p_269,0.3055555555555556
p_270,0.37962962962962965
p_271,0.32407407407407407
p_272,0.32407407407407407
p_273,0.49074074074074076
p_274,0.4074074074074074
p_275,0.39814814814814814
p_276,0.2962962962962963
p_277,0.5925925925925926
p_278,0.37962962962962965
p_279,0.42592592592592593
p_280,0.35185185185185186
p_281,0.2962962962962963
p_282,0.4444444444444444
p_283,0.6203703703703703
p_284,0.5740740740740741
p_285,0.5277777777777778
p_286,0.26851851851851855
p_287,0.32407407407407407
p_288,0.3425925925925926
p_289,0.37037037037037035
p_290,0.6481481481481481
p_291,0.4074074074074074
p_292,0.5
p_293,0.39814814814814814
p_294,0.5462962962962963
p_295,0.37037037037037035
p_296,0.39814814814814814
p_297,0.37037037037037035
p_298,0.4351851851851852
p_299,0.4166666666666667
p_300,0.39814814814814814
p_301,0.3148148148148148
p_302,0.37962962962962965
p_303,0.46296296296296297
p_304,0.5277777777777778
p_305,0.3333333333333333
p_306,0.2777777777777778
p_307,0.3888888888888889
p_308,0.37037037037037035
p_309,0.3888888888888889
p_310,0.3425925925925926
p_311,0.4537037037037037
p_312,0.28703703703703703
p_313,0.39814814814814814
p_314,0.37037037037037035
p_315,0.3888888888888889
p_316,0.35185185185185186
p_317,0.28703703703703703
p_318,0.4074074074074074
p_319,0.2962962962962963
p_320,0.49074074074074076
p_321,0.46296296296296297
p_322,0.5648148148148148
p_323,0.4166666666666667
p_324,0.3055555555555556
p_325,0.3611111111111111
p_326,0.3611111111111111
p_327,0.5277777777777778
p_328,0.5092592592592593
p_329,0.3425925925925926
p_330,0.37962962962962965
p_331,0.3888888888888889
p_332,0.26851851851851855
p_333,0.5185185185185185
p_334,0.3611111111111111
p_335,0.5
p_336,0.35185185185185186
p_337,0.28703703703703703
p_338,0.39814814814814814
p_339,0.4166666666666667
p_340,0.3888888888888889
p_341,0.4444444444444444
p_342,0.3888888888888889
p_343,0.4166666666666667
p_344,0.4166666666666667
p_345,0.4074074074074074
p_346,0.5092592592592593
p_347,0.4166666666666667
p_348,0.4074074074074074
p_349,0.46296296296296297
p_350,0.3425925925925926
p_351,0.3611111111111111
p_352,0.39814814814814814
p_353,0.42592592592592593
p_354,0.4351851851851852
p_355,0.4074074074074074
p_356,0.3888888888888889
p_357,0.5185185185185185
p_358,0.4351851851851852
p_359,0.3425925925925926
p_360,0.37962962962962965
p_361,0.2222222222222222
p_362,0.3888888888888889
p_363,0.46296296296296297
p_364,0.46296296296296297
p_365,0.5
p_366,0.46296296296296297
p_367,0.4351851851851852
p_368,0.5462962962962963
p_369,0.2962962962962963
p_370,0.39814814814814814
p_371,0.5277777777777778
p_372,0.3148148148148148
p_373,0.3333333333333333
p_374,0.24074074074074073
p_375,0.4722222222222222
p_376,0.3148148148148148
p_377,0.37037037037037035
p_378,0.32407407407407407
p_379,0.25
p_380,0.32407407407407407
p_381,0.4074074074074074
p_382,0.39814814814814814
p_383,0.5092592592592593
p_384,0.5277777777777778
p_385,0.4722222222222222
p_386,0.46296296296296297
p_387,0.49074074074074076
p_388,0.4351851851851852
p_389,0.5
p_390,0.5462962962962963
p_391,0.5370370370370371
p_392,0.48148148148148145
p_393,0.37037037037037035
p_394,0.39814814814814814
p_395,0.5092592592592593
p_396,0.6203703703703703
p_397,0.48148148148148145
p_398,0.3425925925925926
p_399,0.42592592592592593
p_400,0.3888888888888889
p_401,0.3148148148148148
p_402,0.32407407407407407
p_403,0.3055555555555556
p_404,0.32407407407407407
p_405,0.4074074074074074
p_406,0.49074074074074076
p_407,0.48148148148148145
p_408,0.5370370370370371
p_409,0.3425925925925926
p_410,0.3888888888888889
p_411,0.46296296296296297
p_412,0.42592592592592593
p_413,0.3333333333333333
p_414,0.39814814814814814
p_415,0.35185185185185186
p_416,0.37037037037037035
p_417,0.37037037037037035
p_418,0.48148148148148145
p_419,0.4351851851851852
p_420,0.37962962962962965
p_421,0.39814814814814814
p_422,0.4166666666666667
p_423,0.4166666666666667
p_424,0.46296296296296297
p_425,0.42592592592592593
p_426,0.42592592592592593
p_427,0.4537037037037037
p_428,0.3148148148148148
p_429,0.3333333333333333
p_430,0.4351851851851852
p_431,0.3888888888888889
p_432,0.37037037037037035
p_433,0.3148148148148148
p_434,0.49074074074074076
p_435,0.4166666666666667
p_436,0.32407407407407407
p_437,0.42592592592592593
p_438,0.4074074074074074
p_439,0.3611111111111111
p_440,0.4351851851851852
p_441,0.49074074074074076
p_442,0.37962962962962965
p_443,0.37037037037037035
p_444,0.39814814814814814
p_445,0.3333333333333333
p_446,0.42592592592592593
p_447,0.4444444444444444
p_448,0.3055555555555556
p_449,0.37962962962962965
p_450,0.3333333333333333
p_451,0.46296296296296297
p_452,0.46296296296296297
p_453,0.3148148148148148
p_454,0.39814814814814814
p_455,0.4074074074074074
p_456,0.4166666666666667
p_457,0.4444444444444444
p_458,0.42592592592592593
p_459,0.5740740740740741
p_460,0.4537037037037037
p_461,0.4537037037037037
p_462,0.5277777777777778
p_463,0.5
p_464,0.5
p_465,0.37962962962962965
p_466,0.3055555555555556
p_467,0.5277777777777778
p_468,0.35185185185185186
p_469,0.49074074074074076
p_470,0.3425925925925926
p_471,0.2777777777777778
p_472,0.42592592592592593
p_473,0.5185185185185185
p_474,0.4537037037037037
p_475,0.5740740740740741
p_476,0.3888888888888889
p_477,0.5370370370370371
p_478,0.3148148148148148
p_479,0.46296296296296297
p_480,0.26851851851851855
p_481,0.3611111111111111
p_482,0.4722222222222222
p_483,0.32407407407407407
p_484,0.4444444444444444
p_485,0.46296296296296297
p_486,0.4074074074074074
p_487,0.5277777777777778
p_488,0.3888888888888889
p_489,0.3148148148148148
p_490,0.48148148148148145
p_491,0.32407407407407407
p_492,0.5648148148148148
p_493,0.5092592592592593
p_494,0.3055555555555556
p_495,0.39814814814814814
p_496,0.3055555555555556
p_497,0.32407407407407407
p_498,0.4444444444444444
p_499,0.4074074074074074
p_500,0.4537037037037037
p_501,0.35185185185185186
p_502,0.48148148148148145
p_503,0.48148148148148145
p_504,0.39814814814814814
p_505,0.4444444444444444
p_506,0.3333333333333333
p_507,0.3055555555555556
p_508,0.25925925925925924
p_509,0.3611111111111111
p_510,0.39814814814814814
p_511,0.3611111111111111
p_512,0.32407407407407407
p_513,0.24074074074074073
p_514,0.25925925925925924
p_515,0.3611111111111111
p_516,0.3148148148148148
p_517,0.4351851851851852
p_518,0.46296296296296297
p_519,0.4166666666666667
p_520,0.49074074074074076
p_521,0.4444444444444444
p_522,0.5648148148148148
p_523,0.4166666666666667
p_524,0.3888888888888889
p_525,0.46296296296296297
p_526,0.3888888888888889
p_527,0.3611111111111111
p_528,0.35185185185185186
p_529,0.3888888888888889
p_530,0.4537037037037037
p_531,0.4166666666666667
p_532,0.4537037037037037
p_533,0.3333333333333333
p_534,0.35185185185185186
p_535,0.5185185185185185
p_536,0.4537037037037037
p_537,0.49074074074074076
p_538,0.42592592592592593
p_539,0.3333333333333333
p_540,0.4074074074074074
p_541,0.37962962962962965
p_542,0.4537037037037037
p_543,0.42592592592592593
p_544,0.3611111111111111
p_545,0.4537037037037037
p_546,0.28703703703703703
p_547,0.3333333333333333
p_548,0.3055555555555556
p_549,0.42592592592592593
p_550,0.5462962962962963
p_551,0.39814814814814814
p_552,0.3888888888888889
p_553,0.4166666666666667
p_554,0.37962962962962965
p_555,0.5925925925925926
p_556,0.4074074074074074
p_557,0.4537037037037037
p_558,0.4074074074074074
p_559,0.4444444444444444
p_560,0.4074074074074074
p_561,0.39814814814814814
p_562,0.46296296296296297
