position,accuracy
p_1,0.5555555555555556
p_2,0.46296296296296297
p_3,0.5648148148148148
p_4,0.6296296296296297
p_5,0.6111111111111112
p_6,0.5462962962962963
p_7,0.5370370370370371
p_8,0.6203703703703703
p_9,0.5648148148148148
p_10,0.5925925925925926
p_11,0.6018518518518519
p_12,0.6481481481481481
p_13,0.5555555555555556
p_14,0.5185185185185185
p_15,0.6481481481481481
p_16,0.6111111111111112
p_17,0.6574074074074074
p_18,0.5648148148148148
p_19,0.6759259259259259
p_20,0.5092592592592593
p_21,0.5833333333333334
p_22,0.5370370370370371
p_23,0.5740740740740741
p_24,0.5555555555555556
p_25,0.5925925925925926
p_26,0.6111111111111112
p_27,0.48148148148148145
p_28,0.4444444444444444
p_29,0.5925925925925926
p_30,0.5555555555555556
p_31,0.6388888888888888
p_32,0.6388888888888888
p_33,0.5462962962962963
p_34,0.6018518518518519
p_35,0.5555555555555556
p_36,0.5277777777777778
p_37,0.5462962962962963
p_38,0.5833333333333334
p_39,0.3888888888888889
p_40,0.48148148148148145
p_41,0.4722222222222222
p_42,0.5555555555555556
p_43,0.5277777777777778
p_44,0.48148148148148145
p_45,0.5462962962962963
p_46,0.6388888888888888
p_47,0.5648148148148148
p_48,0.5370370370370371
p_49,0.5740740740740741
p_50,0.5185185185185185
p_51,0.37962962962962965
p_52,0.5092592592592593
p_53,0.6203703703703703
p_54,0.5740740740740741
p_55,0.6666666666666666
p_56,0.5462962962962963
p_57,0.49074074074074076
p_58,0.5
p_59,0.5092592592592593
p_60,0.4722222222222222
p_61,0.49074074074074076
p_62,0.5925925925925926
p_63,0.5555555555555556
p_64,0.5277777777777778
p_65,0.5
p_66,0.5833333333333334
p_67,0.37962962962962965
p_68,0.42592592592592593
p_69,0.5648148148148148
p_70,0.4537037037037037
p_71,0.6018518518518519
p_72,0.5185185185185185
p_73,0.5555555555555556
p_74,0.5555555555555556
p_75,0.5462962962962963
p_76,0.39814814814814814
p_77,0.4166666666666667
p_78,0.4537037037037037
p_79,0.4074074074074074
p_80,0.4537037037037037
p_81,0.7129629629629629
p_82,0.6111111111111112
p_83,0.5833333333333334
p_84,0.6203703703703703
p_85,0.4166666666666667
p_86,0.39814814814814814
p_87,0.4351851851851852
p_88,0.7222222222222222
p_89,0.4351851851851852
p_90,0.42592592592592593
p_91,0.6203703703703703
p_92,0.5462962962962963
p_93,0.6111111111111112
p_94,0.5185185185185185
p_95,0.5277777777777778
p_96,0.3611111111111111
p_97,0.6018518518518519
p_98,0.5
p_99,0.39814814814814814
p_100,0.49074074074074076
p_101,0.5092592592592593
p_102,0.5370370370370371
p_103,0.4444444444444444
p_104,0.5092592592592593
p_105,0.4074074074074074
p_106,0.49074074074074076
p_107,0.5370370370370371
p_108,0.4444444444444444
p_109,0.46296296296296297
p_110,0.5833333333333334
p_111,0.4537037037037037
p_112,0.5462962962962963
p_113,0.3611111111111111
p_114,0.4537037037037037
p_115,0.5555555555555556
p_116,0.37962962962962965
p_117,0.5555555555555556
p_118,0.4166666666666667
p_119,0.5925925925925926
p_120,0.5833333333333334
p_121,0.5370370370370371
p_122,0.32407407407407407
p_123,0.42592592592592593
p_124,0.42592592592592593
p_125,0.46296296296296297
p_126,0.4722222222222222
p_127,0.5648148148148148
p_128,0.39814814814814814
p_129,0.4351851851851852
p_130,0.3888888888888889
p_131,0.4351851851851852
p_132,0.4722222222222222
p_133,0.5740740740740741
p_134,0.4537037037037037
p_135,0.5370370370370371
p_136,0.4351851851851852
p_137,0.6203703703703703
p_138,0.5185185185185185
p_139,0.3888888888888889
p_140,0.4444444444444444
p_141,0.4444444444444444
p_142,0.4444444444444444
p_143,0.5462962962962963
p_144,0.5833333333333334
p_145,0.5277777777777778
p_146,0.39814814814814814
p_147,0.4537037037037037
p_148,0.4351851851851852
p_149,0.4722222222222222
p_150,0.4444444444444444
p_151,0.39814814814814814
p_152,0.48148148148148145
p_153,0.5185185185185185
p_154,0.37037037037037035
p_155,0.48148148148148145
p_156,0.5648148148148148
p_157,0.39814814814814814
p_158,0.4722222222222222
p_159,0.4537037037037037
p_160,0.5370370370370371
p_161,0.5
p_162,0.37962962962962965
p_163,0.46296296296296297
p_164,0.46296296296296297
p_165,0.37037037037037035
p_166,0.42592592592592593
p_167,0.4722222222222222
p_168,0.4444444444444444
p_169,0.6018518518518519
p_170,0.5462962962962963
